time,mass,distance,hash,pxs,pys,pzs,pvxs,pvys,pvzs
1852500.0,0.001,348.8727953678761,c_uint(3),-124.39306276654135,314.77930725945106,83.1445306573987,-0.2271003679299973,0.4566374197011485,0.11530810160294969
