time,mass1,hash1,pxs1,pys1,pzs1,pvxs1,pvys1,pvzs1,mass2,hash2,pxs2,pys2,pzs2,pvxs2,pvys2,pvzs2,out_mass,out_hash,out_pxs,out_pys,out_pzs,out_pvxs,out_pvys,out_pvzs
55767007.35383393,0.001,c_uint(2),-0.00956408515519375,-0.02387464045606922,0.0049654182968242744,81.17000487286494,41.93970414753358,83.92205165250063,1.0,c_uint(3209028781),-0.00961814695064112,-0.019263956725498178,0.0027406215697224337,-0.07971264449461776,-0.04267171362310682,-0.08392049780352413,1.001,c_uint(2),-0.009618092942853462,-0.0192685628031511,0.002742844143875383,0.0014559044737734012,-0.0007312781973758635,1.552296679821749e-06
